conflict_id,cumulative_intensity,ep_end,ep_end_date,ep_end_prec,gwno_a,gwno_a_2nd,gwno_b,gwno_b_2nd,gwno_loc,incompatibility,intensity_level,location,region,side_a,side_a_2nd,side_a_id,side_b,side_b_2nd,side_b_id,start_date,start_date2,start_prec,start_prec2,territory_name,type_of_conflict,version,year
205,1,1,1968-12-31,,630,,,,630,1,1,Iran,2,Government of Iran,,114,KDPI,,164,1946-05-31,1966-12-31,3,5,Kurdistan,3,19.1,1968
205,1,0,,,630,,,,630,1,2,Iran,2,Government of Iran,,114,KDPI,,164,1946-05-31,1979-12-31,3,5,Kurdistan,3,19.1,1979
205,1,0,,,630,,,,630,1,2,Iran,2,Government of Iran,,114,KDPI,,164,1946-05-31,1979-12-31,3,5,Kurdistan,3,19.1,1980
205,1,0,,,630,,,,630,1,1,Iran,2,Government of Iran,,114,KDPI,,164,1946-05-31,1979-12-31,3,5,Kurdistan,3,19.1,1981
205,1,0,,,630,,,,630,1,2,Iran,2,Government of Iran,,114,KDPI,,164,1946-05-31,1979-12-31,3,5,Kurdistan,3,19.1,1982
205,1,0,,,630,,,,630,1,1,Iran,2,Government of Iran,,114,KDPI,,164,1946-05-31,1979-12-31,3,5,Kurdistan,3,19.1,1983
205,1,0,,,630,,,,630,1,1,Iran,2,Government of Iran,,114,KDPI,,164,1946-05-31,1979-12-31,3,5,Kurdistan,3,19.1,1984
205,1,0,,,630,,,,630,1,1,Iran,2,Government of Iran,,114,KDPI,,164,1946-05-31,1979-12-31,3,5,Kurdistan,3,19.1,1985
205,1,0,,,630,,,,630,1,1,Iran,2,Government of Iran,,114,KDPI,,164,1946-05-31,1979-12-31,3,5,Kurdistan,3,19.1,1986
205,1,0,,,630,,,,630,1,1,Iran,2,Government of Iran,,114,KDPI,,164,1946-05-31,1979-12-31,3,5,Kurdistan,3,19.1,1987
205,1,1,1988-12-31,,630,,,,630,1,1,Iran,2,Government of Iran,,114,KDPI,,164,1946-05-31,1979-12-31,3,5,Kurdistan,3,19.1,1988
205,1,1,1990-08-17,,630,,,,630,1,1,Iran,2,Government of Iran,,114,KDPI,,164,1946-05-31,1990-07-10,3,2,Kurdistan,3,19.1,1990
205,1,1,1993-11-11,,630,,,,630,1,1,Iran,2,Government of Iran,,114,KDPI,,164,1946-05-31,1993-09-12,3,2,Kurdistan,3,19.1,1993
205,1,1,1996-07-28,,630,,,,630,1,1,Iran,2,Government of Iran,,114,KDPI,,164,1946-05-31,1996-07-28,3,2,Kurdistan,3,19.1,1996
205,1,1,2016-12-20,,630,,,,630,1,1,Iran,2,Government of Iran,,114,KDPI,,164,1946-05-31,2016-12-20,3,1,Kurdistan,3,19.1,2016
205,1,0,,,630,,,,630,1,1,Iran,2,Government of Iran,,114,KDPI,,164,1946-05-31,2018-08-11,3,1,Kurdistan,3,19.1,2018
206,0,1,1946-12-16,,630,,,365,630,1,1,Iran,2,Government of Iran,,114,Republic of Azerbaijan,Government of Russia (Soviet Union),165,1945-11-19,1946-12-16,1,5,Azerbaijan,4,19.1,1946
207,0,1,1946-12-31,,200,,,,666,1,1,Israel,2,Government of United Kingdom,,28,IZL [Etzel],,166,1939-03-31,1946-12-31,4,5,Israel,1,19.1,1946
208,0,0,,,220,,,,812,1,1,Laos,3,Government of France,,33,Lao Issara,,167,1946-03-31,1946-03-31,4,4,Laos,1,19.1,1946
208,0,0,,,220,,,,812,1,1,Laos,3,Government of France,,33,Lao Issara,,167,1946-03-31,1946-03-31,4,4,Laos,1,19.1,1947
208,0,0,,,220,,,,812,1,1,Laos,3,Government of France,,33,Lao Issara,,167,1946-03-31,1946-03-31,4,4,Laos,1,19.1,1948
208,0,0,,,220,,,,812,1,1,Laos,3,Government of France,,33,Lao Issara,,167,1946-03-31,1946-03-31,4,4,Laos,1,19.1,1949
208,1,0,,,220,,,,812,1,1,Laos,3,Government of France,,33,Lao Issara,,167,1946-03-31,1946-03-31,4,4,Laos,1,19.1,1950
208,1,0,,,220,,,,812,1,1,Laos,3,Government of France,,33,Lao Issara,,167,1946-03-31,1946-03-31,4,4,Laos,1,19.1,1951
208,1,0,,,220,,,,812,1,1,Laos,3,Government of France,,33,Lao Issara,,167,1946-03-31,1946-03-31,4,4,Laos,1,19.1,1952
208,1,1,1953-12-31,,220,,,,812,1,1,Laos,3,Government of France,,33,Lao Issara,,167,1946-03-31,1946-03-31,4,4,Laos,1,19.1,1953
209,1,0,,,840,,,,840,2,2,Philippines,3,Government of Philippines,,154,Huk,,168,1946-07-31,1946-07-31,4,4,,3,19.1,1946
209,1,0,,,840,,,,840,2,2,Philippines,3,Government of Philippines,,154,Huk,,168,1946-07-31,1946-07-31,4,4,,3,19.1,1947
209,1,0,,,840,,,,840,2,2,Philippines,3,Government of Philippines,,154,Huk,,168,1946-07-31,1946-07-31,4,4,,3,19.1,1948
209,1,0,,,840,,,,840,2,2,Philippines,3,Government of Philippines,,154,Huk,,168,1946-07-31,1946-07-31,4,4,,3,19.1,1949
209,1,0,,,840,,,,840,2,2,Philippines,3,Government of Philippines,,154,Huk,,168,1946-07-31,1946-07-31,4,4,,3,19.1,1950
209,1,0,,,840,,,,840,2,2,Philippines,3,Government of Philippines,,154,Huk,,168,1946-07-31,1946-07-31,4,4,,3,19.1,1951
209,1,0,,,840,,,,840,2,2,Philippines,3,Government of Philippines,,154,Huk,,168,1946-07-31,1946-07-31,4,4,,3,19.1,1952
209,1,0,,,840,,,,840,2,2,Philippines,3,Government of Philippines,,154,Huk,,168,1946-07-31,1946-07-31,4,4,,3,19.1,1953
209,1,1,1954-12-31,,840,,,,840,2,2,Philippines,3,Government of Philippines,,154,Huk,,168,1946-07-31,1946-07-31,4,4,,3,19.1,1954
209,1,0,,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1969-09-30,4,4,,3,19.1,1969
209,1,0,,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1969-09-30,4,4,,3,19.1,1970
209,1,0,,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1969-09-30,4,4,,3,19.1,1971
209,1,0,,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1969-09-30,4,4,,3,19.1,1972
209,1,0,,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1969-09-30,4,4,,3,19.1,1973
209,1,0,,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1969-09-30,4,4,,3,19.1,1974
209,1,0,,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1969-09-30,4,4,,3,19.1,1975
209,1,0,,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1969-09-30,4,4,,3,19.1,1976
209,1,0,,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1969-09-30,4,4,,3,19.1,1977
209,1,0,,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1969-09-30,4,4,,3,19.1,1978
209,1,0,,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1969-09-30,4,4,,3,19.1,1979
209,1,0,,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1969-09-30,4,4,,3,19.1,1980
209,1,0,,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1969-09-30,4,4,,3,19.1,1981
209,1,0,,,840,,,,840,2,2,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1969-09-30,4,4,,3,19.1,1982
209,1,0,,,840,,,,840,2,2,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1969-09-30,4,4,,3,19.1,1983
209,1,0,,,840,,,,840,2,2,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1969-09-30,4,4,,3,19.1,1984
209,1,0,,,840,,,,840,2,2,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1969-09-30,4,4,,3,19.1,1985
209,1,0,,,840,,,,840,2,2,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1969-09-30,4,4,,3,19.1,1986
209,1,0,,,840,,,,840,2,2,Philippines,3,Government of Philippines,,154,"CPP, Military faction (forces of Honasan, Abenina & Zumel)",,"169, 170",1946-07-31,1969-09-30,4,4,,3,19.1,1987
209,1,0,,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1969-09-30,4,4,,3,19.1,1988
209,1,0,,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,"CPP, Military faction (forces of Honasan, Abenina & Zumel)",,"169, 170",1946-07-31,1969-09-30,4,4,,3,19.1,1989
209,1,0,,,840,,,,840,2,2,Philippines,3,Government of Philippines,,154,"CPP, Military faction (forces of Honasan, Abenina & Zumel)",,"169, 170",1946-07-31,1969-09-30,4,4,,3,19.1,1990
209,1,0,,,840,,,,840,2,2,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1969-09-30,4,4,,3,19.1,1991
209,1,0,,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1969-09-30,4,4,,3,19.1,1992
209,1,0,,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1969-09-30,4,4,,3,19.1,1993
209,1,0,,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1969-09-30,4,4,,3,19.1,1994
209,1,1,1995-11-29,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1969-09-30,4,4,,3,19.1,1995
209,1,1,1997-12-30,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1997-11-23,4,1,,3,19.1,1997
209,1,0,,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1999-06-06,4,1,,3,19.1,1999
209,1,0,,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1999-06-06,4,1,,3,19.1,2000
209,1,0,,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1999-06-06,4,1,,3,19.1,2001
209,1,0,,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1999-06-06,4,1,,3,19.1,2002
209,1,0,,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1999-06-06,4,1,,3,19.1,2003
209,1,0,,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1999-06-06,4,1,,3,19.1,2004
209,1,0,,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1999-06-06,4,1,,3,19.1,2005
209,1,0,,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1999-06-06,4,1,,3,19.1,2006
209,1,0,,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1999-06-06,4,1,,3,19.1,2007
209,1,0,,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1999-06-06,4,1,,3,19.1,2008
209,1,0,,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1999-06-06,4,1,,3,19.1,2009
209,1,0,,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1999-06-06,4,1,,3,19.1,2010
209,1,0,,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1999-06-06,4,1,,3,19.1,2011
209,1,0,,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1999-06-06,4,1,,3,19.1,2012
209,1,0,,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1999-06-06,4,1,,3,19.1,2013
209,1,0,,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1999-06-06,4,1,,3,19.1,2014
209,1,0,,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1999-06-06,4,1,,3,19.1,2015
209,1,0,,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1999-06-06,4,1,,3,19.1,2016
209,1,0,,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1999-06-06,4,1,,3,19.1,2017
209,1,0,,,840,,,,840,2,1,Philippines,3,Government of Philippines,,154,CPP,,169,1946-07-31,1999-06-06,4,1,,3,19.1,2018
210,0,0,,,365,,,,365,1,1,Russia (Soviet Union),1,Government of Russia (Soviet Union),,57,Forest Brothers,,171,1944-12-31,1946-12-31,6,5,Estonia,3,19.1,1946
210,1,0,,,365,,,,365,1,1,Russia (Soviet Union),1,Government of Russia (Soviet Union),,57,Forest Brothers,,171,1944-12-31,1946-12-31,6,5,Estonia,3,19.1,1947
210,1,1,1948-12-31,,365,,,,365,1,1,Russia (Soviet Union),1,Government of Russia (Soviet Union),,57,Forest Brothers,,171,1944-12-31,1946-12-31,6,5,Estonia,3,19.1,1948
211,0,1,1946-12-31,,365,,,,365,1,1,Russia (Soviet Union),1,Government of Russia (Soviet Union),,57,"LNPA, LTS(p)A",,"172, 173",1945-12-31,1946-12-31,6,5,Latvia,3,19.1,1946
212,1,0,,,365,,,,365,1,2,Russia (Soviet Union),1,Government of Russia (Soviet Union),,57,BDPS,,174,1946-06-30,1946-06-30,4,4,Lithuania,3,19.1,1946
212,1,0,,,365,,,,365,1,2,Russia (Soviet Union),1,Government of Russia (Soviet Union),,57,BDPS,,174,1946-06-30,1946-06-30,4,4,Lithuania,3,19.1,1947
212,1,1,1948-12-31,,365,,,,365,1,1,Russia (Soviet Union),1,Government of Russia (Soviet Union),,57,BDPS,,174,1946-06-30,1946-06-30,4,4,Lithuania,3,19.1,1948
213,1,0,,,365,,,,365,1,2,Russia (Soviet Union),1,Government of Russia (Soviet Union),,57,UPA,,175,1941-12-31,1946-12-31,5,5,Ukraine,3,19.1,1946
213,1,0,,,365,,,,365,1,2,Russia (Soviet Union),1,Government of Russia (Soviet Union),,57,UPA,,175,1941-12-31,1946-12-31,5,5,Ukraine,3,19.1,1947
213,1,0,,,365,,,,365,1,2,Russia (Soviet Union),1,Government of Russia (Soviet Union),,57,UPA,,175,1941-12-31,1946-12-31,5,5,Ukraine,3,19.1,1948
213,1,0,,,365,,,,365,1,1,Russia (Soviet Union),1,Government of Russia (Soviet Union),,57,UPA,,175,1941-12-31,1946-12-31,5,5,Ukraine,3,19.1,1949
213,1,1,1950-12-31,,365,,,,365,1,1,Russia (Soviet Union),1,Government of Russia (Soviet Union),,57,UPA,,175,1941-12-31,1946-12-31,5,5,Ukraine,3,19.1,1950
214,0,1,1946-11-17,,220,,800,,"220, 800",1,1,"France, Thailand","1, 3",Government of France,,33,Government of Thailand,,147,1946-05-07,1946-05-07,1,1,Northern Cambodia,2,19.1,1946
215,0,1,1946-12-31,,339,,200,,"200, 339",1,1,"Albania, United Kingdom",1,Government of Albania,,45,Government of United Kingdom,,28,1946-10-22,1946-10-22,1,1,Korfu Channel,2,19.1,1946
216,1,0,,,220,,,,816,1,2,Vietnam (North Vietnam),3,Government of France,,33,Viet minh,,176,1946-11-20,1946-11-20,1,1,Vietnam,1,19.1,1946
216,1,0,,,220,,,,816,1,2,Vietnam (North Vietnam),3,Government of France,,33,Viet minh,,176,1946-11-20,1946-11-20,1,1,Vietnam,1,19.1,1947
216,1,0,,,220,,,,816,1,2,Vietnam (North Vietnam),3,Government of France,,33,Viet minh,,176,1946-11-20,1946-11-20,1,1,Vietnam,1,19.1,1948
216,1,0,,,220,,,,816,1,2,Vietnam (North Vietnam),3,Government of France,,33,Viet minh,,176,1946-11-20,1946-11-20,1,1,Vietnam,1,19.1,1949
216,1,0,,,220,,,,816,1,2,Vietnam (North Vietnam),3,Government of France,,33,Viet minh,,176,1946-11-20,1946-11-20,1,1,Vietnam,1,19.1,1950
216,1,0,,,220,,,,816,1,2,Vietnam (North Vietnam),3,Government of France,,33,Viet minh,,176,1946-11-20,1946-11-20,1,1,Vietnam,1,19.1,1951
216,1,0,,,220,,,,816,1,2,Vietnam (North Vietnam),3,Government of France,,33,Viet minh,,176,1946-11-20,1946-11-20,1,1,Vietnam,1,19.1,1952
216,1,0,,,220,,,,816,1,2,Vietnam (North Vietnam),3,Government of France,,33,Viet minh,,176,1946-11-20,1946-11-20,1,1,Vietnam,1,19.1,1953
216,1,1,1954-07-20,,220,,,,816,1,2,Vietnam (North Vietnam),3,Government of France,,33,Viet minh,,176,1946-11-20,1946-11-20,1,1,Vietnam,1,19.1,1954
217,1,1,1947-03-24,,710,,,,710,1,2,China,3,Government of China,,135,Taiwanese insurgents,,177,1947-02-28,1947-02-28,1,1,Taiwan,3,19.1,1947
218,1,1,1948-12-31,,750,,770,,"750, 770",1,2,"India, Pakistan",3,Government of India,,141,Government of Pakistan,,142,1948-12-31,1948-12-31,5,5,Kashmir,2,19.1,1948
218,1,0,,,750,,770,,"750, 770",1,1,"India, Pakistan",3,Government of India,,141,Government of Pakistan,,142,1948-12-31,1964-12-31,5,5,Kashmir,2,19.1,1964
218,1,1,1965-12-15,,750,,770,,"750, 770",1,2,"India, Pakistan",3,Government of India,,141,Government of Pakistan,,142,1948-12-31,1964-12-31,5,5,Kashmir,2,19.1,1965
218,1,1,1971-12-17,,750,,770,,"750, 770",1,2,"India, Pakistan",3,Government of India,,141,Government of Pakistan,,142,1948-12-31,1971-12-03,5,1,Kashmir,2,19.1,1971
218,1,1,1984-12-31,,750,,770,,"750, 770",1,1,"India, Pakistan",3,Government of India,,141,Government of Pakistan,,142,1948-12-31,1984-12-31,5,5,Kashmir,2,19.1,1984
218,1,1,1987-12-31,,750,,770,,"750, 770",1,1,"India, Pakistan",3,Government of India,,141,Government of Pakistan,,142,1948-12-31,1987-12-31,5,5,Kashmir,2,19.1,1987
218,1,0,,,750,,770,,"750, 770",1,1,"India, Pakistan",3,Government of India,,141,Government of Pakistan,,142,1948-12-31,1989-12-31,5,5,Kashmir,2,19.1,1989
218,1,0,,,750,,770,,"750, 770",1,1,"India, Pakistan",3,Government of India,,141,Government of Pakistan,,142,1948-12-31,1989-12-31,5,5,Kashmir,2,19.1,1990
218,1,0,,,750,,770,,"750, 770",1,1,"India, Pakistan",3,Government of India,,141,Government of Pakistan,,142,1948-12-31,1989-12-31,5,5,Kashmir,2,19.1,1991
218,1,1,1992-12-31,,750,,770,,"750, 770",1,1,"India, Pakistan",3,Government of India,,141,Government of Pakistan,,142,1948-12-31,1989-12-31,5,5,Kashmir,2,19.1,1992
218,1,0,,,750,,770,,"750, 770",1,1,"India, Pakistan",3,Government of India,,141,Government of Pakistan,,142,1948-12-31,1996-12-31,5,5,Kashmir,2,19.1,1996
218,1,0,,,750,,770,,"750, 770",1,1,"India, Pakistan",3,Government of India,,141,Government of Pakistan,,142,1948-12-31,1996-12-31,5,5,Kashmir,2,19.1,1997
218,1,0,,,750,,770,,"750, 770",1,1,"India, Pakistan",3,Government of India,,141,Government of Pakistan,,142,1948-12-31,1996-12-31,5,5,Kashmir,2,19.1,1998
218,1,0,,,750,,770,,"750, 770",1,1,"India, Pakistan",3,Government of India,,141,Government of Pakistan,,142,1948-12-31,1996-12-31,5,5,Kashmir,2,19.1,1999
218,1,0,,,750,,770,,"750, 770",1,1,"India, Pakistan",3,Government of India,,141,Government of Pakistan,,142,1948-12-31,1996-12-31,5,5,Kashmir,2,19.1,2000
218,1,0,,,750,,770,,"750, 770",1,1,"India, Pakistan",3,Government of India,,141,Government of Pakistan,,142,1948-12-31,1996-12-31,5,5,Kashmir,2,19.1,2001
218,1,0,,,750,,770,,"750, 770",1,1,"India, Pakistan",3,Government of India,,141,Government of Pakistan,,142,1948-12-31,1996-12-31,5,5,Kashmir,2,19.1,2002
218,1,1,2003-11-22,,750,,770,,"750, 770",1,1,"India, Pakistan",3,Government of India,,141,Government of Pakistan,,142,1948-12-31,1996-12-31,5,5,Kashmir,2,19.1,2003
218,1,0,,,750,,770,,"750, 770",1,1,"India, Pakistan",3,Government of India,,141,Government of Pakistan,,142,1948-12-31,2014-10-06,5,2,Kashmir,2,19.1,2014
218,1,0,,,750,,770,,"750, 770",1,1,"India, Pakistan",3,Government of India,,141,Government of Pakistan,,142,1948-12-31,2014-10-06,5,2,Kashmir,2,19.1,2015
218,1,0,,,750,,770,,"750, 770",1,1,"India, Pakistan",3,Government of India,,141,Government of Pakistan,,142,1948-12-31,2014-10-06,5,2,Kashmir,2,19.1,2016
218,1,0,,,750,,770,,"750, 770",1,1,"India, Pakistan",3,Government of India,,141,Government of Pakistan,,142,1948-12-31,2014-10-06,5,2,Kashmir,2,19.1,2017
218,1,0,,,750,,770,,"750, 770",1,1,"India, Pakistan",3,Government of India,,141,Government of Pakistan,,142,1948-12-31,2014-10-06,5,2,Kashmir,2,19.1,2018
219,1,1,1947-12-31,,220,,,,580,1,2,Madagascar (Malagasy),4,Government of France,,33,MDRM,,179,1947-03-29,1947-03-29,1,1,Malagasy,1,19.1,1947
220,1,1,1947-08-21,,150,,,,150,2,2,Paraguay,5,Government of Paraguay,,24,"Opposition coalition (Febreristas, Liberals and Communists)",,722,1947-03-07,1947-03-31,2,4,,3,19.1,1947
220,1,1,1954-05-05,,150,,,,150,2,1,Paraguay,5,Government of Paraguay,,24,Military faction (forces of Alfredo Stroessner),,723,1947-03-07,1954-05-05,2,1,,3,19.1,1954
220,1,1,1989-02-03,,150,,,,150,2,1,Paraguay,5,Government of Paraguay,,24,Military faction (forces of Andres Rodriguez),,724,1947-03-07,1989-02-03,2,1,,3,19.1,1989
221,1,0,,,775,,,,775,1,2,Myanmar (Burma),3,Government of Myanmar (Burma),,144,KNUP,,890,1948-12-31,1949-01-15,3,1,Karen,3,19.1,1949
221,1,0,,,775,,,,775,1,2,Myanmar (Burma),3,Government of Myanmar (Burma),,144,KNUP,,890,1948-12-31,1949-01-15,3,1,Karen,3,19.1,1950
221,1,0,,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,KNUP,,890,1948-12-31,1949-01-15,3,1,Karen,3,19.1,1951
221,1,0,,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,KNUP,,890,1948-12-31,1949-01-15,3,1,Karen,3,19.1,1952
221,1,0,,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,KNUP,,890,1948-12-31,1949-01-15,3,1,Karen,3,19.1,1953
221,1,0,,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,KNUP,,890,1948-12-31,1949-01-15,3,1,Karen,3,19.1,1954
221,1,0,,,775,,,,775,1,2,Myanmar (Burma),3,Government of Myanmar (Burma),,144,KNUP,,890,1948-12-31,1949-01-15,3,1,Karen,3,19.1,1955
221,1,0,,,775,,,,775,1,1,Myanmar (Burma),3,Government of Myanmar (Burma),,144,KNUP,,890,1948-12-31,1949-01-15,3,1,Karen,3,19.1,1956
