country,year,gw_id,ucdp_conflictCount,ucdp_intensity_War,ucdp_intensity_Minor,ucdp_incompatibility_isTerritory,ucdp_incompatibility_isGovernment,ucdp_type_Extrasystemic,ucdp_type_Internal,ucdp_type_InternationalizedInternal,ucdp_type_Interstate,ucdp_role_primary,ucdp_role_secondary
Afghanistan,1981,700,1,1,0,0,1,0,1,0,0,1,0
Afghanistan,1982,700,1,1,0,0,1,0,1,0,0,1,0
Afghanistan,1983,700,1,1,0,0,1,0,1,0,0,1,0
Afghanistan,1984,700,1,1,0,0,1,0,1,0,0,1,0
Afghanistan,1985,700,1,1,0,0,1,0,1,0,0,1,0
Afghanistan,1986,700,1,1,0,0,1,0,1,0,0,1,0
Afghanistan,1987,700,1,1,0,0,1,0,1,0,0,1,0
Afghanistan,1988,700,1,1,0,0,1,0,1,0,0,1,0
Afghanistan,1989,700,1,1,0,0,1,0,1,0,0,1,0
Afghanistan,1990,700,1,1,0,0,1,0,1,0,0,1,0
Afghanistan,1991,700,1,1,0,0,1,0,1,0,0,1,0
Afghanistan,1992,700,1,1,0,0,1,0,1,0,0,1,0
Afghanistan,1993,700,1,1,0,0,1,0,1,0,0,1,0
Afghanistan,1994,700,1,1,0,0,1,0,1,0,0,1,0
Afghanistan,1995,700,1,1,0,0,1,0,1,0,0,1,0
Afghanistan,1996,700,1,1,0,0,1,0,1,0,0,1,0
Afghanistan,1997,700,1,1,0,0,1,0,1,0,0,1,0
Afghanistan,1998,700,1,1,0,0,1,0,1,0,0,1,0
Afghanistan,1999,700,1,1,0,0,1,0,1,0,0,1,0
Afghanistan,2000,700,1,1,0,0,1,0,1,0,0,1,0
Afghanistan,2001,700,2,2,0,0,2,0,1,0,1,2,0
Afghanistan,2002,700,2,0,2,0,2,0,2,0,0,1,1
Afghanistan,2003,700,2,0,2,0,2,0,2,0,0,1,1
Afghanistan,2004,700,2,0,2,0,2,0,2,0,0,1,1
Afghanistan,2005,700,1,1,0,0,1,0,1,0,0,1,0
Afghanistan,2006,700,2,1,1,0,2,0,2,0,0,1,1
Afghanistan,2007,700,2,1,1,0,2,0,2,0,0,1,1
Afghanistan,2008,700,2,1,1,0,2,0,2,0,0,1,1
Afghanistan,2009,700,2,1,1,0,2,0,2,0,0,1,1
Afghanistan,2010,700,2,1,1,0,2,0,2,0,0,1,1
Afghanistan,2011,700,2,1,1,0,2,0,2,0,0,1,1
Afghanistan,2012,700,2,1,1,0,2,0,2,0,0,1,1
Afghanistan,2013,700,2,1,1,0,2,0,2,0,0,1,1
Afghanistan,2014,700,2,1,1,0,2,0,2,0,0,1,1
Afghanistan,2015,700,4,2,2,1,3,0,4,0,0,2,2
Afghanistan,2016,700,4,2,2,1,3,0,4,0,0,2,2
Afghanistan,2017,700,4,2,2,1,3,0,4,0,0,2,2
Afghanistan,2018,700,3,2,1,1,2,0,3,0,0,2,1
Albania,1946,339,1,0,1,1,0,0,0,0,1,1,0
Albania,1947,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1948,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1949,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1950,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1951,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1952,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1953,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1954,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1955,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1956,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1957,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1958,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1959,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1960,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1961,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1962,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1963,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1964,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1965,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1966,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1967,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1968,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1969,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1970,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1971,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1972,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1973,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1974,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1975,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1976,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1977,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1978,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1979,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1980,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1981,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1982,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1983,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1984,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1985,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1986,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1987,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1988,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1989,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1990,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1991,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1992,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1993,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1994,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1995,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1996,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1997,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1998,339,0,0,0,0,0,0,0,0,0,0,0
Albania,1999,339,0,0,0,0,0,0,0,0,0,0,0
Albania,2000,339,0,0,0,0,0,0,0,0,0,0,0
Albania,2001,339,0,0,0,0,0,0,0,0,0,0,0
Albania,2002,339,0,0,0,0,0,0,0,0,0,0,0
Albania,2003,339,0,0,0,0,0,0,0,0,0,0,0
Albania,2004,339,1,1,0,0,1,0,1,0,0,0,1
Albania,2005,339,1,1,0,0,1,0,1,0,0,0,1
Albania,2006,339,2,2,0,0,2,0,2,0,0,0,2
Albania,2007,339,2,2,0,0,2,0,2,0,0,0,2
Albania,2008,339,2,2,0,0,2,0,2,0,0,0,2
Albania,2009,339,1,1,0,0,1,0,1,0,0,0,1
Albania,2010,339,1,1,0,0,1,0,1,0,0,0,1
Albania,2011,339,1,1,0,0,1,0,1,0,0,0,1
Albania,2012,339,1,1,0,0,1,0,1,0,0,0,1
Albania,2013,339,1,1,0,0,1,0,1,0,0,0,1
Albania,2014,339,1,1,0,0,1,0,1,0,0,0,1
Albania,2015,339,0,0,0,0,0,0,0,0,0,0,0
Albania,2016,339,0,0,0,0,0,0,0,0,0,0,0
Albania,2017,339,0,0,0,0,0,0,0,0,0,0,0
Albania,2018,339,0,0,0,0,0,0,0,0,0,0,0
Algeria,1962,615,0,0,0,0,0,0,0,0,0,0,0
Algeria,1963,615,1,0,1,1,0,0,0,0,1,1,0
Algeria,1964,615,0,0,0,0,0,0,0,0,0,0,0
Algeria,1965,615,0,0,0,0,0,0,0,0,0,0,0
Algeria,1966,615,0,0,0,0,0,0,0,0,0,0,0
Algeria,1967,615,0,0,0,0,0,0,0,0,0,0,0
Algeria,1968,615,0,0,0,0,0,0,0,0,0,0,0
Algeria,1969,615,0,0,0,0,0,0,0,0,0,0,0
Algeria,1970,615,0,0,0,0,0,0,0,0,0,0,0
Algeria,1971,615,0,0,0,0,0,0,0,0,0,0,0
Algeria,1972,615,0,0,0,0,0,0,0,0,0,0,0
Algeria,1973,615,0,0,0,0,0,0,0,0,0,0,0
Algeria,1974,615,0,0,0,0,0,0,0,0,0,0,0
Algeria,1975,615,0,0,0,0,0,0,0,0,0,0,0
Algeria,1976,615,1,0,1,1,0,0,1,0,0,0,1
Algeria,1977,615,0,0,0,0,0,0,0,0,0,0,0
Algeria,1978,615,0,0,0,0,0,0,0,0,0,0,0
Algeria,1979,615,0,0,0,0,0,0,0,0,0,0,0
Algeria,1980,615,0,0,0,0,0,0,0,0,0,0,0
Algeria,1981,615,0,0,0,0,0,0,0,0,0,0,0
Algeria,1982,615,0,0,0,0,0,0,0,0,0,0,0
Algeria,1983,615,0,0,0,0,0,0,0,0,0,0,0
Algeria,1984,615,0,0,0,0,0,0,0,0,0,0,0
Algeria,1985,615,0,0,0,0,0,0,0,0,0,0,0
Algeria,1986,615,0,0,0,0,0,0,0,0,0,0,0
Algeria,1987,615,0,0,0,0,0,0,0,0,0,0,0
Algeria,1988,615,0,0,0,0,0,0,0,0,0,0,0
Algeria,1989,615,0,0,0,0,0,0,0,0,0,0,0
Algeria,1990,615,0,0,0,0,0,0,0,0,0,0,0
Algeria,1991,615,1,0,1,0,1,0,1,0,0,1,0
Algeria,1992,615,1,0,1,0,1,0,1,0,0,1,0
Algeria,1993,615,1,0,1,0,1,0,1,0,0,1,0
Algeria,1994,615,1,1,0,0,1,0,1,0,0,1,0
Algeria,1995,615,1,1,0,0,1,0,1,0,0,1,0
Algeria,1996,615,1,1,0,0,1,0,1,0,0,1,0
Algeria,1997,615,1,1,0,0,1,0,1,0,0,1,0
Algeria,1998,615,1,1,0,0,1,0,1,0,0,1,0
Algeria,1999,615,1,1,0,0,1,0,1,0,0,1,0
Algeria,2000,615,1,0,1,0,1,0,1,0,0,1,0
Algeria,2001,615,1,0,1,0,1,0,1,0,0,1,0
Algeria,2002,615,1,0,1,0,1,0,1,0,0,1,0
Algeria,2003,615,1,0,1,0,1,0,1,0,0,1,0
Algeria,2004,615,1,0,1,0,1,0,1,0,0,1,0
Algeria,2005,615,1,0,1,0,1,0,1,0,0,1,0
Algeria,2006,615,1,0,1,0,1,0,1,0,0,1,0
Algeria,2007,615,1,0,1,0,1,0,1,0,0,1,0
Algeria,2008,615,1,0,1,0,1,0,1,0,0,1,0
Algeria,2009,615,1,0,1,0,1,0,1,0,0,1,0
Algeria,2010,615,1,0,1,0,1,0,1,0,0,1,0
Algeria,2011,615,1,0,1,0,1,0,1,0,0,1,0
Algeria,2012,615,1,0,1,0,1,0,1,0,0,1,0
Algeria,2013,615,1,0,1,0,1,0,1,0,0,1,0
Algeria,2014,615,1,0,1,0,1,0,1,0,0,1,0
Algeria,2015,615,2,0,2,1,1,0,2,0,0,2,0
Algeria,2016,615,1,0,1,0,1,0,1,0,0,1,0
Algeria,2017,615,1,0,1,0,1,0,1,0,0,1,0
Algeria,2018,615,1,0,1,0,1,0,1,0,0,1,0
Andorra,1946,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1947,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1948,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1949,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1950,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1951,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1952,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1953,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1954,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1955,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1956,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1957,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1958,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1959,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1960,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1961,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1962,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1963,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1964,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1965,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1966,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1967,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1968,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1969,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1970,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1971,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1972,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1973,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1974,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1975,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1976,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1977,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1978,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1979,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1980,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1981,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1982,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1983,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1984,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1985,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1986,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1987,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1988,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1989,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1990,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1991,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1992,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1993,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1994,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1995,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1996,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1997,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1998,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,1999,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,2000,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,2001,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,2002,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,2003,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,2004,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,2005,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,2006,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,2007,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,2008,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,2009,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,2010,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,2011,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,2012,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,2013,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,2014,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,2015,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,2016,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,2017,232,0,0,0,0,0,0,0,0,0,0,0
Andorra,2018,232,0,0,0,0,0,0,0,0,0,0,0
Angola,1975,540,1,1,0,0,1,0,1,0,0,1,0
Angola,1976,540,1,1,0,0,1,0,1,0,0,1,0
Angola,1977,540,1,1,0,0,1,0,1,0,0,1,0
Angola,1978,540,1,1,0,0,1,0,1,0,0,1,0
Angola,1979,540,1,1,0,0,1,0,1,0,0,1,0
Angola,1980,540,1,1,0,0,1,0,1,0,0,1,0
Angola,1981,540,1,1,0,0,1,0,1,0,0,1,0
Angola,1982,540,1,1,0,0,1,0,1,0,0,1,0
Angola,1983,540,1,1,0,0,1,0,1,0,0,1,0
Angola,1984,540,1,1,0,0,1,0,1,0,0,1,0
Angola,1985,540,1,1,0,0,1,0,1,0,0,1,0
Angola,1986,540,1,1,0,0,1,0,1,0,0,1,0
Angola,1987,540,1,1,0,0,1,0,1,0,0,1,0
Angola,1988,540,1,1,0,0,1,0,1,0,0,1,0
Angola,1989,540,1,1,0,0,1,0,1,0,0,1,0
Angola,1990,540,1,1,0,0,1,0,1,0,0,1,0
Angola,1991,540,2,0,2,1,1,0,2,0,0,2,0
Angola,1992,540,1,1,0,0,1,0,1,0,0,1,0
Angola,1993,540,1,1,0,0,1,0,1,0,0,1,0
Angola,1994,540,2,1,1,1,1,0,2,0,0,2,0
Angola,1995,540,1,0,1,0,1,0,1,0,0,1,0
Angola,1996,540,1,0,1,1,0,0,1,0,0,1,0
Angola,1997,540,3,3,1,1,3,0,4,0,0,1,3
Angola,1998,540,4,3,1,1,3,0,4,0,0,2,2
Angola,1999,540,3,2,1,0,3,0,3,0,0,1,2
Angola,2000,540,2,2,0,0,2,0,2,0,0,1,1
Angola,2001,540,2,1,1,0,2,0,2,0,0,1,1
Angola,2002,540,3,0,3,1,2,0,3,0,0,2,1
Angola,2003,540,0,0,0,0,0,0,0,0,0,0,0
Angola,2004,540,1,0,1,1,0,0,1,0,0,1,0
Angola,2005,540,0,0,0,0,0,0,0,0,0,0,0
Angola,2006,540,0,0,0,0,0,0,0,0,0,0,0
Angola,2007,540,1,0,1,1,0,0,1,0,0,1,0
Angola,2008,540,0,0,0,0,0,0,0,0,0,0,0
Angola,2009,540,1,0,1,1,0,0,1,0,0,1,0
Angola,2010,540,0,0,0,0,0,0,0,0,0,0,0
Angola,2011,540,0,0,0,0,0,0,0,0,0,0,0
Angola,2012,540,0,0,0,0,0,0,0,0,0,0,0
Angola,2013,540,0,0,0,0,0,0,0,0,0,0,0
Angola,2014,540,0,0,0,0,0,0,0,0,0,0,0
Angola,2015,540,0,0,0,0,0,0,0,0,0,0,0
Angola,2016,540,0,0,0,0,0,0,0,0,0,0,0
Angola,2017,540,1,0,1,1,0,0,1,0,0,1,0
Angola,2018,540,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,1981,58,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,1982,58,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,1983,58,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,1984,58,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,1985,58,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,1986,58,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,1987,58,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,1988,58,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,1989,58,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,1990,58,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,1991,58,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,1992,58,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,1993,58,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,1994,58,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,1995,58,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,1996,58,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,1997,58,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,1998,58,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,1999,58,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,2000,58,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,2001,58,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,2002,58,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,2003,58,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,2004,58,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,2005,58,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,2006,58,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,2007,58,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,2008,58,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,2009,58,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,2010,58,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,2011,58,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,2012,58,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,2013,58,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,2014,58,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,2015,58,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,2016,58,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,2017,58,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,2018,58,0,0,0,0,0,0,0,0,0,0,0
Argentina,1946,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1947,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1948,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1949,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1950,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1951,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1952,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1953,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1954,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1955,160,1,0,1,0,1,0,1,0,0,1,0
Argentina,1956,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1957,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1958,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1959,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1960,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1961,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1962,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1963,160,1,0,1,0,1,0,1,0,0,1,0
Argentina,1964,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1965,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1966,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1967,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1968,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1969,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1970,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1971,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1972,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1973,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1974,160,1,0,1,0,1,0,1,0,0,1,0
Argentina,1975,160,1,0,1,0,1,0,1,0,0,1,0
Argentina,1976,160,1,0,1,0,1,0,1,0,0,1,0
Argentina,1977,160,1,0,1,0,1,0,1,0,0,1,0
Argentina,1978,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1979,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1980,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1981,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1982,160,1,0,1,1,0,0,0,0,1,1,0
Argentina,1983,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1984,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1985,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1986,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1987,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1988,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1989,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1990,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1991,160,1,1,0,1,0,0,0,0,1,0,1
Argentina,1992,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1993,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1994,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1995,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1996,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1997,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1998,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,1999,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,2000,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,2001,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,2002,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,2003,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,2004,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,2005,160,0,0,0,0,0,0,0,0,0,0,0
Argentina,2006,160,0,0,0,0,0,0,0,0,0,0,0
